variable,question,value,value_label
CC24_443_4,State legislature spending -- Law Enforcement,1,Greatly increase
CC24_443_4,State legislature spending -- Law Enforcement,2,Slightly increase
CC24_443_4,State legislature spending -- Law Enforcement,3,Maintain
CC24_443_4,State legislature spending -- Law Enforcement,4,Slightly decrease
CC24_443_4,State legislature spending -- Law Enforcement,5,Greatly decrease
CC24_443_4,State legislature spending -- Law Enforcement,8,skipped
CC24_443_4,State legislature spending -- Law Enforcement,9,not asked
CC24_443_5,State legislature spending -- Transportation/Infrastructure,1,Greatly increase
CC24_443_5,State legislature spending -- Transportation/Infrastructure,2,Slightly increase
CC24_443_5,State legislature spending -- Transportation/Infrastructure,3,Maintain
CC24_443_5,State legislature spending -- Transportation/Infrastructure,4,Slightly decrease
CC24_443_5,State legislature spending -- Transportation/Infrastructure,5,Greatly decrease
CC24_443_5,State legislature spending -- Transportation/Infrastructure,8,skipped
CC24_443_5,State legislature spending -- Transportation/Infrastructure,9,not asked
CC24_444a,State policies -- Preventing gender transition surgery for minors experiencing gender dysphoria.,1,Support
CC24_444a,State policies -- Preventing gender transition surgery for minors experiencing gender dysphoria.,2,Oppose
CC24_444a,State policies -- Preventing gender transition surgery for minors experiencing gender dysphoria.,8,skipped
CC24_444a,State policies -- Preventing gender transition surgery for minors experiencing gender dysphoria.,9,not asked
CC24_444b,State policies -- Requiring parental consent before teachers could address their child using a name or pronoun other than the name or gender under which they are enrolled in school.,1,Support
CC24_444b,State policies -- Requiring parental consent before teachers could address their child using a name or pronoun other than the name or gender under which they are enrolled in school.,2,Oppose
CC24_444b,State policies -- Requiring parental consent before teachers could address their child using a name or pronoun other than the name or gender under which they are enrolled in school.,8,skipped
CC24_444b,State policies -- Requiring parental consent before teachers could address their child using a name or pronoun other than the name or gender under which they are enrolled in school.,9,not asked
CC24_444c,State policies -- Prohibiting receiving abortion-inducing drugs through the mail.,1,Support
CC24_444c,State policies -- Prohibiting receiving abortion-inducing drugs through the mail.,2,Oppose
CC24_444c,State policies -- Prohibiting receiving abortion-inducing drugs through the mail.,8,skipped
CC24_444c,State policies -- Prohibiting receiving abortion-inducing drugs through the mail.,9,not asked
CC24_444d,State policies -- Prohibiting women from traveling to another state to receive an abortion when such services are not legal in their state.,1,Support
CC24_444d,State policies -- Prohibiting women from traveling to another state to receive an abortion when such services are not legal in their state.,2,Oppose
CC24_444d,State policies -- Prohibiting women from traveling to another state to receive an abortion when such services are not legal in their state.,8,skipped
CC24_444d,State policies -- Prohibiting women from traveling to another state to receive an abortion when such services are not legal in their state.,9,not asked
CC24_444e,"State policies -- Instituting age verification laws that require users to verify their age to access adult content on the web, particularly pornography.",1,Support
CC24_444e,"State policies -- Instituting age verification laws that require users to verify their age to access adult content on the web, particularly pornography.",2,Oppose
CC24_444e,"State policies -- Instituting age verification laws that require users to verify their age to access adult content on the web, particularly pornography.",8,skipped
CC24_444e,"State policies -- Instituting age verification laws that require users to verify their age to access adult content on the web, particularly pornography.",9,not asked
CC24_444f,State policies -- School voucher subsidies for families to send their children to private or charter schools other than their local public school.,1,Support
CC24_444f,State policies -- School voucher subsidies for families to send their children to private or charter schools other than their local public school.,2,Oppose
CC24_444f,State policies -- School voucher subsidies for families to send their children to private or charter schools other than their local public school.,8,skipped
CC24_444f,State policies -- School voucher subsidies for families to send their children to private or charter schools other than their local public school.,9,not asked
CC24_445a,Supreme Court decisions -- The use of race in university admissions violates Equal Protection under the Constitution and is illegal.,1,Agree
CC24_445a,Supreme Court decisions -- The use of race in university admissions violates Equal Protection under the Constitution and is illegal.,2,Disagree
CC24_445a,Supreme Court decisions -- The use of race in university admissions violates Equal Protection under the Constitution and is illegal.,8,skipped
CC24_445a,Supreme Court decisions -- The use of race in university admissions violates Equal Protection under the Constitution and is illegal.,9,not asked
CC24_445b,"Supreme Court decisions -- The United States Constitution does not protect a woman’s right to have an abortion.  Roe v. Wade is overruled, and individual states can make their own laws governing abortion, including outlawing abortion.",1,Agree
CC24_445b,"Supreme Court decisions -- The United States Constitution does not protect a woman’s right to have an abortion.  Roe v. Wade is overruled, and individual states can make their own laws governing abortion, including outlawing abortion.",2,Disagree
CC24_445b,"Supreme Court decisions -- The United States Constitution does not protect a woman’s right to have an abortion.  Roe v. Wade is overruled, and individual states can make their own laws governing abortion, including outlawing abortion.",8,skipped
CC24_445b,"Supreme Court decisions -- The United States Constitution does not protect a woman’s right to have an abortion.  Roe v. Wade is overruled, and individual states can make their own laws governing abortion, including outlawing abortion.",9,not asked
gunown,Personal gun ownership,1,Personally own a gun
gunown,Personal gun ownership,2,"Don't personally own a gun, but someone in the household owns a gun"
gunown,Personal gun ownership,3,No one in the household owns a gun
gunown,Personal gun ownership,8,Not sure
gunown,Personal gun ownership,98,skipped
gunown,Personal gun ownership,99,not asked
numchildren,Number children,998,skipped
gigwork,Gig work,1,Yes
gigwork,Gig work,2,No
gigwork,Gig work,8,skipped
gigwork,Gig work,9,not asked
edloan,Student debtor,1,Yes
edloan,Student debtor,2,No
edloan,Student debtor,97,Other
edloan,Student debtor,98,Don't know
edloan,Student debtor,99,None of these
edloan,Student debtor,998,skipped
edloan,Student debtor,999,not asked
student,Student Full or Part-time,1,Full-time
student,Student Full or Part-time,2,Part-time
student,Student Full or Part-time,3,I am not enrolled in school
student,Student Full or Part-time,8,skipped
student,Student Full or Part-time,9,not asked
lookupzip_post,Zip code for mapping CD - post,NA,NA
cdid118_post,CD 118th Congress - post,NA,NA
cdid119_post,CD 119th Congress - post,NA,NA
LegName_post,Legislature name - post,NA,NA
LowerChamberName_post,Lower chamber name - post,NA,NA
CurrentGovName_post,Current Governor Name - post,NA,NA
CurrentGovParty_post,Current Governor Party - post,NA,NA
CurrentHouseName_post,Current House Name - post,NA,NA
CurrentHouseParty_post,Current House Party - post,NA,NA
CurrentSen1Name_post,Current Senate 1 Name - post,NA,NA
CurrentSen1Party_post,Current Senate 1 Party - post,NA,NA
CurrentSen2Name_post,Current Senate 2 Name - post,NA,NA
CurrentSen2Party_post,Current Senate 2 Party - post,NA,NA
GovCand1Name_post,Governor Candidate 1 Name - post,NA,NA
GovCand1Party_post,Governor Candidate 1 Party - post,NA,NA
GovCand2Name_post,Governor Candidate 2 Name - post,NA,NA
GovCand2Party_post,Governor Candidate 2 Party - post,NA,NA
GovCand3Name_post,Governor Candidate 3 Name - post,NA,NA
GovCand3Party_post,Governor Candidate 3 Party - post,NA,NA
HouseCand1Name_post,House Candidate 1 Name - post,NA,NA
HouseCand1Party_post,House Candidate 1 Party - post,NA,NA
HouseCand2Name_post,House Candidate 2 Name - post,NA,NA
HouseCand2Party_post,House Candidate 2 Party - post,NA,NA
HouseCand3Name_post,House Candidate 3 Name - post,NA,NA
HouseCand3Party_post,House Candidate 3 Party - post,NA,NA
HouseCand4Name_post,House Candidate 4 Name - post,NA,NA
HouseCand4Party_post,House Candidate 4 Party - post,NA,NA
HouseCand5Name_post,House Candidate 5 Name - post,NA,NA
HouseCand5Party_post,House Candidate 5 Party - post,NA,NA
SenCand1Name_post,Senate Candidate 1 Name - post,NA,NA
SenCand1Party_post,Senate Candidate 1 Party - post,NA,NA
SenCand2Name_post,Senate Candidate 2 Name - post,NA,NA
SenCand2Party_post,Senate Candidate 2 Party - post,NA,NA
SenCand3Name_post,Senate Candidate 3 Name - post,NA,NA
SenCand3Party_post,Senate Candidate 3 Party - post,NA,NA
SenCand1Name2_post,Senate Candidate 1 Name - 2nd race - post,NA,NA
SenCand1Party2_post,Senate Candidate 1 Party - 2nd race - post,NA,NA
SenCand2Name2_post,Senate Candidate 2 Name - 2nd race - post,NA,NA
SenCand2Party2_post,Senate Candidate 2 Party - 2nd race - post,NA,NA
AttCand1Name,Attorney General Candidate 1 Name - post,NA,NA
AttCand2Name,Attorney General Candidate 2 Name - post,NA,NA
AttCand3Name,Attorney General Candidate 3 Name - post,NA,NA
AttCand1Party,Attorney General Candidate 1 Party - post,NA,NA
AttCand2Party,Attorney General Candidate 2 Party - post,NA,NA
AttCand3Party,Attorney General Candidate 3 Party - post,NA,NA
SecCand1Name,Secretary of State Candidate 1 Name - post,NA,NA
SecCand2Name,Secretary of State Candidate 2 Name - post,NA,NA
SecCand3Name,Secretary of State Candidate 3 Name - post,NA,NA
SecCand1Party,Secretary of State Candidate 1 Party - post,NA,NA
SecCand2Party,Secretary of State Candidate 2 Party - post,NA,NA
SecCand3Party,Secretary of State Candidate 3 Party - post,NA,NA
page_CC24_401_timing,Timing Data for Page CC24_401,NA,NA
page_CC24_402a_timing,Timing Data for Page CC24_402a,NA,NA
page_CC24_402b_timing,Timing Data for Page CC24_402b,NA,NA
page_CC24_402c_timing,Timing Data for Page CC24_402c,NA,NA
page_CC24_403_timing,Timing Data for Page CC24_403,NA,NA
page_CC24_403c_timing,Timing Data for Page CC24_403c,NA,NA
page_CC24_403d_timing,Timing Data for Page CC24_403d,NA,NA
page_CC24_404_timing,Timing Data for Page CC24_404,NA,NA
page_CC24_405_timing,Timing Data for Page CC24_405,NA,NA
page_CC24_406a_timing,Timing Data for Page CC24_406a,NA,NA
page_CC24_406b_timing,Timing Data for Page CC24_406b,NA,NA
page_CC24_406c_timing,Timing Data for Page CC24_406c,NA,NA
page_CC24_410_timing,Timing Data for Page CC24_410,NA,NA
page_CC24_411_timing,Timing Data for Page CC24_411,NA,NA
page_CC24_411b_timing,Timing Data for Page CC24_411b,NA,NA
page_CC24_412_timing,Timing Data for Page CC24_412,NA,NA
page_CC24_413_timing,Timing Data for Page CC24_413,NA,NA
page_CC24_410_nv_timing,Timing Data for Page CC24_410_nv,NA,NA
page_CC24_411_nv_timing,Timing Data for Page CC24_411_nv,NA,NA
page_CC24_411b_nv_timing,Timing Data for Page CC24_411b_nv,NA,NA
page_CC24_412_nv_timing,Timing Data for Page CC24_412_nv,NA,NA
page_CC24_413_nv_timing,Timing Data for Page CC24_413_nv,NA,NA
page_CC24_414a_timing,Timing Data for Page CC24_414a,NA,NA
page_CC24_414b_timing,Timing Data for Page CC24_414b,NA,NA
page_CC24_415_grid_timing,Timing Data for Page CC24_415_grid,NA,NA
page_CC24_416_grid_timing,Timing Data for Page CC24_416_grid,NA,NA
page_CC24_416a_other_timing,Timing Data for Page CC24_416a_other,NA,NA
page_CC24_416b_other_timing,Timing Data for Page CC24_416b_other,NA,NA
page_CC24_416c_other_timing,Timing Data for Page CC24_416c_other,NA,NA
page_CC24_420_timing,Timing Data for Page CC24_420,NA,NA
page_CC24_421_grid_timing,Timing Data for Page CC24_421_grid,NA,NA
page_CC24_423_timing,Timing Data for Page CC24_423,NA,NA
page_CC24_424_timing,Timing Data for Page CC24_424,NA,NA
page_CC24_430a_timing,Timing Data for Page CC24_430a,NA,NA
page_CC24_430b_timing,Timing Data for Page CC24_430b,NA,NA
page_CC24_430c_timing,Timing Data for Page CC24_430c,NA,NA
page_CC24_431a_timing,Timing Data for Page CC24_431a,NA,NA
page_CC24_431b_timing,Timing Data for Page CC24_431b,NA,NA
page_CC24_432a_timing,Timing Data for Page CC24_432a,NA,NA
page_CC24_432b_timing,Timing Data for Page CC24_432b,NA,NA
page_CC24_440_grid_timing,Timing Data for Page CC24_440_grid,NA,NA
page_CC24_441_grid_timing,Timing Data for Page CC24_441_grid,NA,NA
page_CC24_443_timing,Timing Data for Page CC24_443,NA,NA
page_CC24_444_timing,Timing Data for Page CC24_444,NA,NA
page_CC24_445_timing,Timing Data for Page CC24_445,NA,NA
page_gunown_timing,Timing Data for Page gunown,NA,NA
page_numchildren_timing,Timing Data for Page numchildren,NA,NA
page_gigwork_timing,Timing Data for Page gigwork,NA,NA
page_edloan_timing,Timing Data for Page edloan,NA,NA
page_student_timing,Timing Data for Page student,NA,NA
starttime,Questionnaire Start Time,NA,NA
endtime,Questionnaire End Time,NA,NA
starttime_post,Questionnaire Start Time - post,NA,NA
endtime_post,Questionnaire End Time - post,NA,NA
TS_g2024,NA,NA,NA
TS_voterstatus,Voter Status,1,Active
TS_p2024,NA,NA,NA
TS_p2024_party,NA,NA,NA
TS_pp2024,NA,NA,NA
TS_pp2024_party,NA,NA,NA
TS_state,NA,NA,NA
TS_partyreg,Registered Party,1,cons
TS_partyreg,Registered Party,2,dem
TS_partyreg,Registered Party,3,green
TS_partyreg,Registered Party,4,ind
TS_partyreg,Registered Party,5,libertarian
TS_partyreg,Registered Party,6,other
TS_partyreg,Registered Party,7,peace and freedom
TS_partyreg,Registered Party,8,rep
TS_partyreg,Registered Party,9,working fam
